N,P,K,temperature,humidity,ph,rainfall,crop,soil_type,soil_quality_score,yield_qtl_per_acre,revenue_per_acre_inr,cost_per_acre_inr,margin_pct,is_suitable,season,NP_ratio,NK_ratio,PK_ratio,NPK_total,ph_rain_interact,humidity_temp_ratio,quality_yield_interact,aridity_index,nutrient_balance,ph_deviation,fertility_index,crop_yield_mean,crop_yield_std,soil_type_enc,crop_enc,season_enc,soil_quality_score_scaled,N_scaled,P_scaled,K_scaled,ph_scaled,rainfall_scaled,humidity_scaled,temperature_scaled,NP_ratio_scaled,NK_ratio_scaled,PK_ratio_scaled,NPK_total_scaled,ph_rain_interact_scaled,humidity_temp_ratio_scaled,quality_yield_interact_scaled,aridity_index_scaled,nutrient_balance_scaled,ph_deviation_scaled,fertility_index_scaled,crop_yield_mean_scaled,crop_yield_std_scaled
30.43294089132858,48.160892961512346,23.20991856897376,29.812597060251008,83.8887537538986,6.364884466575807,45.7868310357765,Lentils,Yellow_Soil,51.71504096989756,3.2598104665765626,20944.282247754414,5724.274385451537,72.66903531122307,1,Rabi,0.6319014949275856,1.3112040651795414,2.0750133501493133,101.80375242181469,2.914278896333449,2.813869277154582,1.685812318331078,1.150058886298834,0.671964502885037,0.1351155334241927,0.20144387035932088,3.114155950632985,0.1057113238535647,6,2,2,0.05041560197374439,-0.5406184194419983,-0.15973935508197723,-0.4905978651489271,-0.12609684743546765,-1.0440225798528648,0.5568384584072983,0.8248015013170319,-0.4130443278919528,-0.24491138130692763,0.24004948055431546,-0.6266536549645462,-1.037504910560221,-0.057264074678533027,-0.42794273971029684,-1.1232441028118478,0.8025623861178873,-0.9171597435117096,-0.4545653620251477,-0.43719023980050975,-0.5011230697119284
21.683700923213927,141.20438917740984,195.98977007816322,39.5910662304839,80.4930871682589,5.948953420456961,53.84756251821548,Groundnut,Yellow_Soil,76.76519721030776,6.300118520546817,40175.85580552705,9627.339675321691,75.0,1,Kharif,0.15356251244009075,0.1106369011195293,0.720468157091197,358.877860178787,3.2033664122600807,2.033112335660447,4.836298406780887,1.085831917143074,-1.0,0.5510465795430388,0.5243907670917919,5.76697538025169,0.36932503481194606,6,1,1,1.9633245300626807,-0.7768280173653659,2.6658956178094306,2.930244509239209,-0.6560400672056913,-0.8979485937558312,0.40534138469651426,2.7389781615680002,-0.5989466421293081,-0.9639464056477483,-0.7290117865601267,2.591178494065619,-0.9569322858981055,-0.718921498888489,-0.3420219445092146,-1.162813107363795,-2.642315850281303,-0.09687751007799206,2.072309179126674,-0.39290079246248905,-0.25181493942209193
4.748886650330679,69.75333990545701,22.665504367339754,34.490285367824036,33.30114486582246,6.344558725097023,164.4385639478529,Lentils,Alluvial_Soil,39.67091958904507,3.1038342770459697,19942.135230020354,5904.936206164324,70.389649162166,1,Rabi,0.06808113545080619,0.2095204396886587,3.0775109036822657,97.16773092312744,10.43290125637775,0.965522423057904,1.231319600224125,3.696055500394184,0.39408412237524015,0.15544127490297743,0.12173742179874447,3.114155950632985,0.1057113238535647,0,2,2,-0.8693114887201338,-1.2340295211397152,0.4960009783803376,-0.5013766403006654,-0.15199414215293527,1.1061460024335876,-1.7001189074836183,1.7404787536974158,-0.6321682410127303,-0.9047237901286665,0.9572507629364013,-0.6846833770249791,1.0580374564293813,-1.6236573445068876,-0.4403377716693382,0.4452956077895647,0.23002387020518109,-0.8770741457377702,-1.0782226805229136,-0.43719023980050975,-0.5011230697119284
4.0,67.0,25.0,23.78709569,24.35679348,5.948164454,119.6404412,Lentils,Yellow_Soil,34.83973129172474,3.0412684561203527,19540.149830573268,5977.4040306241295,69.40963051740957,1,Rabi,0.0597014916462464,0.15999999360000025,2.679999892800004,96.0,7.11641019606717,1.0239498244541754,1.0595697579723165,3.5410099257335723,0.375,0.5518355460000004,0.11720378432128674,3.114155950632985,0.1057113238535647,6,2,2,-1.2382362626229217,-1.2542477589763104,0.4123848864929009,-0.45515631129081285,-0.6570452997517933,0.29432881515977627,-2.0991695878194276,-0.35471585343983847,-0.63542491720427,-0.9343822184320971,0.6728656232809098,-0.6993000264364724,0.1336862663022926,-1.5741426724539482,-0.44502177363209466,0.34977500125702277,0.1907033716432783,-0.09532154263228276,-1.113695797733542,-0.43719023980050975,-0.5011230697119284
25.08756017909096,44.35499997033443,26.57923201035861,30.461708455304063,55.51958632965498,5.952204672687129,47.58850502410017,Lentils,Yellow_Soil,41.84612323614664,3.132004034357394,20123.125920746257,5872.3081514578,70.81811158671103,1,Rabi,0.565608378542705,0.9438782589894033,1.668784044785948,96.021792159784,2.83256521970644,1.8226024514848027,1.3106222679782797,1.1761368177685505,0.6252526341541151,0.5477953273128708,0.19226394383192658,3.114155950632985,0.1057113238535647,6,2,2,-0.7032060785574676,-0.684931552169692,-0.2753203981029848,-0.423889333498917,-0.651897603950741,-1.0113732226952503,-0.7088470086405648,0.9518677998022692,-0.4388085750161726,-0.46490750305804285,-0.05057285335665983,-0.6990272509595424,-1.0602796242157924,-0.8973194359825127,-0.43817501072270704,-1.1071779891123499,0.7063182973857278,-0.10328949703040749,-0.5263930304945336,-0.43719023980050975,-0.5011230697119284
111.82688968501743,89.82414659698028,53.976112673901156,30.463723564405832,78.08431685426612,5.754198119984098,85.02986114672035,Sugarcane,Yellow_Soil,66.12710714590189,183.86603099077948,57917.799762095536,17625.898856996708,69.56738873127561,1,Annual,1.2449535306113704,2.0717847594701624,1.664146239569163,255.6271489558989,4.892786671529671,2.5631900882369694,121.58528731818991,2.1013849852789477,-0.11408180656076095,0.7458018800159021,0.5069483144582101,179.9559967025927,3.2822520590163724,6,5,0,1.150966424719264,1.6568332435617505,1.1055306674852603,0.11853739902386617,-0.9041803586385554,-0.33287299655264013,0.297874516378356,0.9522622659240431,-0.17478694901625808,0.21061012086625538,-0.053890806440130584,1.2987750665787525,-0.4860678695970952,-0.269703743962619,2.8419838516015723,-0.5371503288764696,-0.8169898349605293,0.2872109448128881,1.9358319751622215,2.5152260859002973,2.5030356616143474
88.55050553357688,43.45741305411568,40.889237004410866,23.486204805797033,87.85713518422132,6.7454210125754415,184.1389458640972,Sugarcane,Black_Soil,61.56386430793883,180.71330687311422,56924.69166503098,17844.934513218937,68.6516799805854,1,Annual,2.0376386276299985,2.1656188732112014,1.062808092667997,172.89715559210342,12.420947146651729,3.7407972965363263,111.25409502975313,5.498949401164136,0.5874071680856179,0.24542101257544147,0.3356381671639779,179.9559967025927,3.2822520590163724,2,5,0,0.8025028110793638,1.0284237632458977,-0.30257918657104005,-0.14056769018360116,0.35874977391932245,1.4631499939955288,0.7338871052339859,-0.413616515475661,0.13328326769679852,0.2668085712966511,-0.4840968339589869,0.2632323016623462,1.612132899861672,0.7282669569873166,2.5602291534767025,1.5560239809942447,0.6283423462331844,-0.6996197795141461,0.5954281681630762,2.5152260859002973,2.5030356616143474
59.06200902515117,47.02130596511076,27.390502005255016,23.66758095935307,64.23157067025282,6.545255885832205,93.3207266309754,Maize,Mountain_Soil,51.84858323560647,8.40865753492462,17574.094247992456,8011.179752052263,54.414835615397905,1,Kharif,1.2560690639452974,2.1562951587205172,1.716701075408855,133.47381699551693,6.1080803525153,2.713905069836231,4.359769800992487,2.7718274961198333,0.7310724544746232,0.04525588583220497,0.26342136662982885,8.593658482881649,0.1612352783505429,4,3,1,0.06061331051895935,0.2323013652999614,-0.1943474362767422,-0.40782712050723796,0.10371675163871118,-0.18262859601431516,-0.320163343584531,-0.3781113669888254,-0.17046699298839343,0.26122447948034283,-0.016292315025589615,-0.2302350780946381,-0.14734898269384006,-0.1419793764738318,-0.3550179443631764,-0.1241035494317493,0.9243470864974404,-1.0943772729799495,0.030373056751527055,-0.34570865001305107,-0.44861224532569227
43.78369235741833,23.375775674920014,5.0,14.395564779740267,92.63899457427367,6.432214308436291,120.82118882094964,Groundnut,Red_Soil,49.92096673520247,5.689052406415688,36279.08719571284,10352.133898149532,71.46528565533242,1,Kharif,1.8730369033852925,8.756736720136322,4.6751541999531625,72.15946803233834,7.7714777949639515,6.435245129764196,2.8400299593550113,4.952588304956471,0.46056351544690977,0.06778569156370917,0.10713536164834182,5.76697538025169,0.36932503481194606,5,1,1,-0.08658556433699963,-0.18017846725499434,-0.9124377924848988,-0.8511333126029358,-0.04031100981860145,0.31572594418491,0.9472289296501455,-2.193147714243728,0.06931222919723443,4.214313320193918,2.100227937131536,-0.9977152611906711,0.316262520434342,3.011693870348985,-0.3964646456106366,1.2194213826306375,0.36699652361166823,-1.0499449096430098,-1.1924754397713975,-0.39290079246248905,-0.25181493942209193
33.80649757914617,42.029549190016844,45.94172466483782,40.60360383050197,92.33925011163596,6.488334155683319,123.77784772015715,Sugarcane,Red_Soil,55.10743745934839,176.25259036901977,55519.56596624123,18154.843001951278,67.30009918847283,1,Annual,0.8043506872261538,0.7358560674402458,0.9148448078907229,121.77777143400083,8.031120370796643,2.2741638457250843,97.12828600808908,2.446028313215678,0.35825208558233823,0.011665844316681273,0.2503249293555682,179.9559967025927,3.2822520590163724,5,5,0,0.3094696960883205,-0.4495400547263036,-0.34594193877849827,-0.04053424453648268,0.031192026130788166,0.3693055668131319,0.9338558826193608,2.9371866753792637,-0.34602343871007507,-0.5894946532330934,-0.5899519128205222,-0.37663609744563237,0.38862843959835613,-0.5146408671389135,2.174986778197021,-0.32482218088532666,0.15619634366336294,-1.1606221819200053,-0.07209906564058005,2.5152260859002973,2.5030356616143474
